Basion Spline;64.1617965698;46.5783996582;104.695999146;65.6635971069;45.7602996826;105.752998352;69.5126037598;43.9371986389;108.13999939;71.2138977051;43.0679016113;110.028999329;73.7802963257;42.2597007751;112.478996277;76.2060012817;41.8190994263;114.302001953;78.0025024414;41.6598014832;115.674003601;80.789100647;41.5746002197;118.294998169;83.5299987793;41.6713981628;121.053001404;85.425201416;41.8815002441;123.318000793;
Sella Spline;63.2561988831;72.9705963135;16.0888004303;61.5264015198;71.4718017578;19.633600235;58.5749015808;69.7276000977;23.5077991486;55.6495018005;67.0906982422;28.9573001862;53.9084014893;66.8360977173;32.8507995605;52.4343986511;64.1659011841;37.5180015564;49.5024986267;63.5760993958;42.8829994202;48.568901062;62.8218002319;48.1829986572;47.1277008057;63.0780982971;56.2513008118;46.8945999146;62.451499939;62.5910987854;
Basion Spline;47.7802009583;59.339099884;91.8029022217;54.8027992249;59.4645996094;93.1529998779;60.9990997314;57.4122009277;93.0633010864;68.8452987671;51.8148994446;91.8124008179;77.9495010376;49.9766998291;91.367401123;85.4425964355;53.893699646;91.3538970947;89.9445037842;57.140499115;91.8491973877;95.5074996948;58.2918014526;91.4273986816;102.233001709;56.4971008301;90.8613967896;108.105003357;57.2776985168;90.4521026611;
Sella Spline;40.7304000854;64.9304962158;65.2782974243;43.0451011658;64.4832000732;71.5635986328;47.663898468;64.7405014038;78.2929000854;50.9939994812;62.9318008423;83.6940994263;53.2924003601;61.2603988647;88.1819000244;56.25;59.1618995667;93.5031967163;59.0035018921;55.3628005981;96.2565002441;61.2466011047;50.6637001038;99.4794006348;65.005897522;45.9626998901;105.710998535;68.867401123;43.0662002563;112.166000366;
